# 작품을 만든 사람 판정 표 — `uv run histgraph creators --apply` 가 읽는다
# (`creators` 모듈 머리글).
#
#     작품 id<TAB>인물 id<TAB>역할<TAB>근거
#
# 역할: 그림 · 글씨 · 저술 · 편찬 · 제작 · 발원  → `created` 엣지의 라벨이 된다
#       없음  → 만든 사람이 아니다 (초상의 주인공·간행을 명한 임금·이름만 겹친 사람)
#       삭제  → 이미 서 있는 `created` 엣지가 거짓이다
#
# 근거 칸은 화면에 그 관계의 근거로 뜬다 — 한국어 문장으로 적는다.
ex:artwork:가곡원류	wd:Q108805691	없음	이 노드는 1970년생 영화배우다. 시조를 엮은 안민영은 우리 그래프에 없다
ex:artwork:몽유도원도	wd:Q1036353	그림	안견이 안평대군의 꿈 이야기를 듣고 그린 산수화다 (민족문화대백과)
ex:artwork:묵죽도	wd:Q16181971	없음	그린 탄은 이정(李霆, 1554~1626)은 우리 그래프에 없고, 이 노드는 이순신의 아버지 이정(李貞)이다
ex:artwork:어우야담	wd:Q12609770	저술	유몽인이 야사와 항담을 모아 엮은 야담집이다 (민족문화대백과)
ex:artwork:역대병요	wd:Q12610120	편찬	정인지와 함께 역대의 전쟁과 그 평을 모아 1453년에 간행했다 (민족문화대백과)
ex:artwork:치평요람	wd:Q494175	편찬	정인지 등이 역대 사적에서 정치에 귀감이 될 것을 모아 엮었다 (민족문화대백과)
ex:artwork:해동가요	wd:Q16261173	편찬	김수장이 시조 883수를 작가별로 갈라 엮은 가집이다 (민족문화대백과)
khs:12-11-0020120000000	wd:Q486286	발원	문정왕후가 명종의 만수무강을 빌며 조성한 불화 400점 가운데 하나다 (국가유산청)
khs:12-11-0020120000000	wd:Q16182734	없음	보우는 400점의 화기를 쓴 사람이고, 이 한 폭을 그렸다는 기록은 없다
nikh:kc_r300010	wd:Q16181449	없음	변계량이 쓴 것은 간의가 아니라 「소간의명」이라는 글이다
nikh:kc_r300010	wd:Q494615	제작	장영실이 이천과 함께 간의대 공역의 감독을 맡았다 (한국사연대기)
khs:12-23-0012490000000	wd:Q115263709	편찬	박세거 등 의관들이 왕명으로 온역 처방을 모아 엮었다 (국가유산청)
khs:12-11-0020790000000	wd:Q115263709	편찬	박세거 등 의관들이 왕명으로 전염병 처방문을 모아 언해했다 (국가유산청)
khs:12-11-0020790000000	wd:Q115263675	편찬	유영정 등 의관들이 왕명으로 전염병 처방문을 모아 언해했다 (국가유산청)
khs:12-11-0003520000000	ex:person:김씨	없음	'김씨'는 시주자 죽산군부인 김씨를 가리킬 뿐 사람 노드가 아니다
khs:12-31-0007400000000	wd:Q493993	발원	충렬왕이 발원하여 대장도감에서 간행한 사경이다 (국가유산청)
khs:12-32-0001920000000	wd:Q5103802	저술	최언위가 낭원대사의 비문을 지었다 (국가유산청)
khs:12-32-0001650000000	wd:Q12619906	제작	오죽헌은 조선 전기 문신 최치운이 지은 집이다 (국가유산청)
khs:11-32-0000510000000	wd:Q494074	글씨	문루에 걸린 '임영관' 현판을 공민왕이 직접 썼다고 전한다 (국가유산청)
khs:12-32-0001830000000	wd:Q379647	글씨	해운정 현판 글씨를 송시열이 썼다 (국가유산청)
khs:12-32-0001830000000	wd:Q12604878	제작	심언광이 강원도 관찰사로 있을 때 지은 별당이다 (국가유산청)
khs:12-11-0005900000000	wd:Q485237	그림	두 폭 가운데 하나가 강세황이 직접 그린 자화상이다 (국가유산청)
khs:12-11-0005900000000	wd:Q12616984	없음	어제제문을 쓴 조윤형(曹允亨)은 18세기 서예가로, 이 노드의 1932년생과 다른 사람이다
khs:12-11-0005220000000	wd:Q485237	그림	강세황이 도산서원의 실경을 그린 그림이다 (국가유산청)
khs:12-11-0005220000000	wd:Q495259	발원	성호 이익이 병중에 강세황에게 도산서원을 그려 달라고 부탁했다 (국가유산청)
khs:12-11-0005220000000	wd:Q626601	없음	최남선은 1927년에 이 그림 끝에 글을 덧붙였을 뿐이다
khs:12-11-0014850000000	wd:Q626484	글씨	김정희가 이 초상을 보고 찬을 지어 직접 적었다 (국가유산청)
khs:12-11-0014850000000	wd:Q4275490	그림	조선 후기의 화가 이재관이 그린 강이오의 초상이다 (국가유산청)
khs:12-36-0005070000000	wd:Q5103802	저술	최언위가 선각대사의 비문을 지었다 (국가유산청)
khs:12-36-0022200000000	wd:Q16175409	없음	법당 안의 김생 글씨는 그의 글자를 모아 새긴 집자이지 이 건물을 위해 쓴 것이 아니다
khs:12-36-0013960000000	wd:Q16174656	없음	전서를 쓴 낭원군 이간(1640~1699)은 이 노드의 조선 중기 무관 이간(李幹)과 다른 사람이다
khs:12-36-0013960000000	wd:Q16180374	없음	비를 쓴 낭선군 이우(1637~1693)는 이 노드의 옥산 이우(1542~1609)와 다른 사람이다
khs:12-36-0003130000000	wd:Q2913717	저술	진각국사비의 비문을 이규보가 지은 것으로 전한다 (국가유산청)
khs:12-23-0017860000000	ex:person:수연	없음	조각승 수연(守衍)과 이 노드의 무용대사 수연(1651~1719)은 다른 사람이다
khs:12-34-0012640000000	wd:Q19603912	없음	'화사'는 그림을 그린 화사(畵師)라는 말이지 사람 이름이 아니다
nikh:kc_r300020	wd:Q50184	제작	이순신이 임진왜란에 앞서 만들어 실전에 쓴 배다 (한국사연대기)
khs:12-38-0017000000000	wd:Q483250	없음	'사명'은 절 이름(寺名)이라는 말이지 사명대사가 아니다
nikh:kc_r300100	wd:Q485009	없음	영조가 서문을 지은 것은 경국대전이 아니라 『속대전』이다
nikh:kc_r300100	wd:Q16262641	없음	윤은보가 엮은 것은 경국대전이 아니라 『대전후속록』이다
nikh:kc_r300100	wd:Q24855715	없음	이원이 엮은 것은 경국대전이 아니라 『속육전』이다
nikh:kc_r300100	wd:Q16262037	없음	이직이 엮은 것은 경국대전이 아니라 『속육전』이다
nikh:kc_r300100	wd:Q12625437	없음	홍언필이 엮은 것은 경국대전이 아니라 『대전후속록』이다
nikh:kc_r300100	wd:Q494178	없음	황희가 올린 것은 경국대전이 아니라 『경제속육전』이다
khs:12-31-0015210000100	wd:Q12600787	편찬	서거정이 최항·노사신과 함께 왕명을 받아 엮었다 (국가유산청)
khs:12-11-0013940000000	ex:person:사람들	없음	'사람들'은 그림 속에 그려진 백성을 가리키는 말이다
nikh:kc_r300150	wd:Q14304	없음	태종이 만든 것은 경모궁이 아니라 종묘의 북신문이다
khs:11-11-0002230000000	wd:Q469396	없음	정도전이 지은 것은 '근정'이라는 이름이지 건물이 아니다
khs:12-37-0020390000000	wd:Q16191931	편찬	하연이 역대 경상도 관찰사의 명단을 처음 만들었다 (국가유산청)
khs:12-21-0015990000000	wd:Q16192514	없음	신경준이 만든 도별도와 비슷할 뿐 그가 그렸다는 기록은 없다
khs:12-37-0005810000000	wd:Q489785	없음	정선이 그린 것은 이 불상이 아니라 '골굴석굴'이라는 그림이다
khs:12-37-0004130000000	wd:Q624894	제작	이언적이 낙향해 머물려고 지은 별장이다 (국가유산청)
khs:12-37-0019330000000	wd:Q21060405	없음	화기의 채원(彩元)은 1739년의 화승이고, 이 노드는 고려 사람이다
khs:12-37-0017970000000	ex:person:김씨	없음	'김씨'는 시주한 상궁 김씨를 가리킬 뿐 사람 노드가 아니다
khs:12-37-0017970000000	wd:Q493671	없음	함께 그린 유선(幼禪)은 18세기 화승이고, 이 노드는 1976년생이다
khs:12-37-0017970000000	wd:Q488115	발원	화완옹주가 자신과 상궁들의 안녕을 빌며 조성한 불화다 (국가유산청)
khs:12-37-0000660000000	wd:Q131311334	없음	'배수'는 물을 뺀다는 말이지 사람 이름이 아니다
khs:12-37-0021720000000	wd:Q12590390	없음	노수신이 지은 것은 건물이 아니라 '무변루'라는 이름이다
khs:12-37-0021720000000	wd:Q16726581	없음	'유림'은 이 고장 유생들을 가리키는 말이다
khs:12-37-0016150000000	ex:person:사람들	없음	'사람들'은 발원에 참여한 이들을 가리키는 말이다
khs:11-37-0000250000000	wd:Q705384	글씨	무열왕의 아들 김인문이 비문의 글씨를 썼다 (국가유산청)
khs:12-37-0000680000000	wd:Q24856384	저술	고려 중기 문신 채정이 이 정려비의 비문을 지었다 (국가유산청)
khs:12-11-0020840000000	wd:Q485009	없음	영조는 열람할 사람이고, 화첩을 만든 것은 어명을 받은 홍계희다
nikh:kc_r200080	wd:Q97225854	발원	강융이 원에서 공장을 데려다 이 탑을 세웠다고 전한다 (한국사연대기)
nikh:kc_r300210	ex:person:임금	없음	'임금'은 왕을 가리키는 보통명사다
khs:12-34-0019620000000	wd:Q704894	저술	보조국사 지눌이 1205년에 지은 글을 새긴 목판이다 (국가유산청)
khs:12-36-0019100000000	wd:Q485114	저술	이 목판에 함께 묶인 「발심수행장」을 원효가 지었다 (국가유산청)
khs:12-11-0021140000100	wd:Q37682	없음	세종은 편찬을 지시한 임금이고 『고려사』를 지은 사람이 아니다
khs:12-11-0021140000100	wd:Q43737314	없음	안축의 편찬은 끝내 이루어지지 못했다고 국가유산청이 적는다
khs:12-11-0021140000100	wd:Q497120	없음	이제현의 편찬은 끝내 이루어지지 못했다고 국가유산청이 적는다
khs:12-11-0021140000200	wd:Q37682	없음	세종은 편찬을 지시한 임금이고 『고려사』를 지은 사람이 아니다
khs:12-11-0021140000200	wd:Q43737314	없음	안축의 편찬은 끝내 이루어지지 못했다고 국가유산청이 적는다
khs:12-11-0021140000200	wd:Q497120	없음	이제현의 편찬은 끝내 이루어지지 못했다고 국가유산청이 적는다
khs:12-11-0021150000100	wd:Q37682	없음	세종은 편찬을 지시한 임금이고 『고려사』를 지은 사람이 아니다
khs:12-11-0021150000100	wd:Q43737314	없음	안축의 편찬은 끝내 이루어지지 못했다고 국가유산청이 적는다
khs:12-11-0021150000100	wd:Q497120	없음	이제현의 편찬은 끝내 이루어지지 못했다고 국가유산청이 적는다
khs:12-11-0021150000200	wd:Q37682	없음	세종은 편찬을 지시한 임금이고 『고려사』를 지은 사람이 아니다
khs:12-11-0021150000200	wd:Q43737314	없음	안축의 편찬은 끝내 이루어지지 못했다고 국가유산청이 적는다
khs:12-11-0021150000200	wd:Q497120	없음	이제현의 편찬은 끝내 이루어지지 못했다고 국가유산청이 적는다
khs:12-11-0021150000300	wd:Q37682	없음	세종은 편찬을 지시한 임금이고 『고려사』를 지은 사람이 아니다
khs:12-11-0021150000300	wd:Q43737314	없음	안축의 편찬은 끝내 이루어지지 못했다고 국가유산청이 적는다
khs:12-11-0021150000300	wd:Q497120	없음	이제현의 편찬은 끝내 이루어지지 못했다고 국가유산청이 적는다
khs:12-21-0021150000400	wd:Q37682	없음	세종은 편찬을 지시한 임금이고 『고려사』를 지은 사람이 아니다
khs:12-21-0021150000400	wd:Q43737314	없음	안축의 편찬은 끝내 이루어지지 못했다고 국가유산청이 적는다
khs:12-21-0021150000400	wd:Q497120	없음	이제현의 편찬은 끝내 이루어지지 못했다고 국가유산청이 적는다
nikh:kc_r300225	wd:Q6408970	편찬	김종서 등이 1452년에 엮은 고려시대 역사서다 (한국사연대기)
nikh:kc_r300225	ex:person:사람들	없음	'사람들'은 두 사서를 엮은 이들을 가리키는 말이다
khs:12-31-0006110000000	wd:Q8053468	저술	이색이 원증국사의 비문을 지었다 (국가유산청)
khs:12-34-0008020000000	wd:Q485237	글씨	대광보전 현판을 강세황이 썼다 (국가유산청)
khs:12-34-0008010000000	wd:Q16175409	글씨	대웅보전 2층에 걸린 현판을 신라의 명필 김생이 썼다고 전한다 (국가유산청)
khs:12-34-0008000000000	wd:Q334308	글씨	영산전 앞에 걸린 현판을 세조가 썼다고 전한다 (국가유산청)
khs:12-37-0010190000000	wd:Q496550	없음	여러 집안이 물려온 책 묶음이라 그 안의 『매월당집』 한 종만으로 묶음 전체를 그의 것이라 할 수 없다
khs:12-37-0010190000000	wd:Q486278	없음	여러 집안이 물려온 책 묶음이라 그 안의 『점필재집』 한 종만으로 묶음 전체를 그의 것이라 할 수 없다
khs:12-37-0010190000000	wd:Q487191	없음	여러 집안이 물려온 책 묶음이라 그 안의 『징비록』 한 종만으로 묶음 전체를 그의 것이라 할 수 없다
khs:12-37-0010190000000	wd:Q486291	없음	여러 집안이 물려온 책 묶음이라 그 안의 퇴계 서첩만으로 묶음 전체를 그의 것이라 할 수 없다
khs:12-37-0010190000000	nikh:kc_i201315	없음	주희는 송나라 사람이고, 이 묶음은 그의 책을 조선에서 찍은 것이다
khs:12-11-0005790000000	ex:person:이전	없음	'이전'은 '고려 중기 이전'이라는 때를 가리키는 말이다
khs:12-36-0001540000000	wd:Q486257	없음	'조식'은 새김 장식(彫飾)이라는 말이지 남명 조식이 아니다
khs:12-36-0001520000000	wd:Q16190688	저술	학사 왕융이 현각선사탑비의 비문을 지었다고 전한다 (국가유산청)
khs:12-36-0005840000000	wd:Q19940247	글씨	신공제가 이 신도비의 글씨를 썼다 (국가유산청)
khs:12-36-0005840000000	wd:Q491828	저술	신용개가 이 신도비의 비문을 지었다 (국가유산청)
khs:12-36-0005840000000	wd:Q16262078	저술	이행이 1528년에 비의 뒷면 글을 짓고 썼다 (국가유산청)
khs:12-36-0022030000000	wd:Q16175220	글씨	일주문에 걸린 '지리산천은사' 현판을 원교 이광사가 썼다 (국가유산청)
khs:11-36-0000120000000	nikh:kc_n101540	없음	의상이 세웠다는 것은 이 석등이 아니라 각황전이고, 그것도 전하는 설이다
khs:11-36-0000120000000	wd:Q487042	없음	최치원의 글은 각황전이 언제 섰는지를 따지는 근거일 뿐이다
khs:12-36-0022890000000	wd:Q81226998	글씨	형조판서를 지낸 오준이 벽암대사비의 글씨를 썼다 (국가유산청)
khs:12-36-0022890000000	wd:Q12610893	저술	영의정 이경석이 벽암대사비의 비문을 지었다 (국가유산청)
khs:12-36-0022240000000	wd:Q131448249	없음	'조성'은 만들어 세운다는 말이지 사람 이름이 아니다
khs:12-36-0010400000000	nikh:kc_n101540	없음	의상이 만들었다는 말은 연대가 맞지 않아 타당성이 없다고 국가유산청이 적는다
khs:12-36-0010400000000	wd:Q487042	없음	최치원의 비문과 글씨체가 비슷할 뿐이다
khs:12-31-0018030000000	wd:Q6450511	저술	권근이 건원릉 신도비의 비문을 지었다 (국가유산청)
khs:12-31-0018030000000	wd:Q16181449	저술	변계량이 건원릉 신도비의 음기를 지었다 (국가유산청)
khs:12-31-0018030000000	wd:Q12602016	글씨	성석린이 건원릉 신도비의 글씨를 썼다 (국가유산청)
khs:12-31-0018030000000	wd:Q709450	없음	전액을 쓴 정구(鄭矩, 1350~1418)는 이 노드의 한강 정구(1543~1620)와 다른 사람이다
khs:12-35-0016180000600	wd:Q16171881	글씨	홍문관학사 민병석이 전문서사관으로 국새의 글씨를 썼다 (국가유산청)
nikh:kc_r300230	wd:Q12611168	편찬	1684년에 선조의 업적을 모은 『선묘보감』을 완성해 바쳤다 (한국사연대기)
nikh:kc_r300230	wd:Q16179170	편찬	1909년에 규장각에서 헌종·철종의 보감을 엮어 90권을 채웠다 (한국사연대기)
nikh:kc_r300230	wd:Q26530	없음	정조가 명해 엮게 한 것은 국조보감이 아니라 그 편찬 과정을 적은 의궤다
nikh:kc_r300240	wd:Q12583193	없음	강희맹은 서문을 썼을 뿐 오례의 예법을 엮은 사람이 아니다
nikh:kc_r300240	wd:Q470122	편찬	신숙주가 정척과 함께 왕명을 받아 오례의 예법과 절차를 엮었다 (한국사연대기)
khs:12-22-0004280000000	nikh:kc_n202105	저술	민지가 왕명을 받아 보각국사비의 비문을 지었다 (국가유산청)
khs:12-11-0010900000100	wd:Q6450511	저술	권근이 명 태조의 명으로 지어 올린 응제시 24수가 이 책의 본문이다 (국가유산청)
khs:12-11-0010900000100	wd:Q483026	편찬	손자 권람이 권근의 응제시에 주를 달아 이 책을 엮었다 (국가유산청)
khs:12-38-0010900000200	wd:Q6450511	저술	권근이 명 태조의 명으로 지어 올린 응제시 24수가 이 책의 본문이다 (국가유산청)
khs:12-38-0010900000200	wd:Q483026	편찬	손자 권람이 권근의 응제시에 주를 달아 이 책을 엮었다 (국가유산청)
khs:12-37-0008790000000	wd:Q16167676	저술	권문해가 손수 쓴 일기다 (국가유산청)
khs:12-37-0002610000000	wd:Q61091914	저술	권벌이 손수 쓴 일기다 (국가유산청)
khs:12-38-0006680000000	wd:Q6180277	없음	정립이 지은 것은 이 유물 묶음이 아니라 그 안의 교지 한 장이다
khs:12-37-0002620000000	wd:Q26530	없음	정조는 머리글을 붙였을 뿐이고 『근사록』은 송나라 주희와 여조겸이 엮은 책이다
khs:12-11-0022830000000	wd:Q485009	없음	영조의 뜻이 담긴 그림일 뿐 그가 그리거나 쓴 것이 아니다
khs:12-36-0007720000300	wd:Q334308	편찬	세종의 명으로 문종과 함께 이 불경을 우리 말로 옮겼다 (국가유산청)
khs:12-11-0007720000100	wd:Q484901	없음	강희안의 글씨는 이 책을 찍은 활자(을해자)의 바탕이지 책의 글씨가 아니다
khs:12-22-0007720000400	wd:Q12622652	편찬	정희왕후의 명으로 승려 학조가 교정해 펴냈다 (국가유산청)
khs:12-11-0006960000000	wd:Q484040	없음	글씨를 쓴 신지는 1363년 사람이고, 이 노드는 1981년생이다
khs:12-11-0010820000000	wd:Q133850849	없음	시주한 조구는 1415년 사람인데 이 노드의 조구는 1395년에 죽었다
khs:12-36-0012510000000	wd:Q334308	편찬	세종의 명으로 문종과 함께 이 불경을 우리 말로 옮겼다 (국가유산청)
nikh:kc_r300250	wd:Q12583193	저술	강희맹이 금양에서 늙은 농부들에게 들은 것을 적은 농서다 (한국사연대기)
khs:12-31-0011970000000	wd:Q12624309	없음	한준겸은 1603년에 발문을 붙였을 뿐이다
khs:11-11-0003250000000	wd:Q485664	없음	숙종의 어제가 실려 있을 뿐 계첩을 만든 것은 기로소다
khs:11-11-0003250000000	wd:Q60351627	없음	임방은 서문을 썼을 뿐이다
khs:11-11-0003340000000	wd:Q485664	없음	숙종의 어제가 실려 있을 뿐 계첩을 만든 것은 기로소다
khs:11-11-0003340000000	wd:Q60351627	없음	임방은 서문을 썼을 뿐이다
khs:12-11-0019870000000	wd:Q847904	그림	조선 후기 화원 긍재 김득신이 그린 풍속도 여덟 점이다 (국가유산청)
khs:12-11-0007830000000	wd:Q12587920	그림	지정명이 '김시 필'이라 적어 그린 이를 밝힌다 (국가유산청)
khs:12-11-0014970000000	wd:Q496550	없음	김시습은 그려진 사람이고, 자화상이라고 단정하기 어렵다고 국가유산청이 적는다
khs:12-37-0004840000000	wd:Q484359	없음	선조는 일기가 뒤따른 임금이고 쓴 사람은 김용이다
khs:12-21-0019290000000	wd:Q16219803	그림	김윤겸이 부산·경남 일대의 경승을 그린 열네 폭이다 (국가유산청)
khs:12-21-0019290000000	wd:Q625291	없음	'추상미'는 그림에서 풍기는 느낌을 말한 것이다
khs:12-31-0017560000000	ex:person:기준	없음	'기준'은 형태의 본보기라는 말이지 사람 이름이 아니다
khs:12-11-0005470000100	wd:Q626484	글씨	김정희 종가에 내려온 그의 유묵 예서대련·을미칠정 등이 들어 있다 (국가유산청)
khs:12-50-0005470000200	wd:Q16745711	글씨	묶음 안의 『월성위행장』과 『교사시말』이 김한신의 자필로 추정된다 (국가유산청)
khs:12-11-0019830000000	wd:Q626484	그림	지정명이 '김정희 필'이라 적어 그린 이를 밝힌다 (국가유산청)
khs:12-11-0019780000000	wd:Q626484	글씨	김정희가 세상을 뜬 1856년에 쓴 만년의 글씨다 (국가유산청)
khs:12-11-0022210000000	wd:Q626484	그림	지정명이 '김정희 필'이라 적어 그린 이를 밝힌다 (국가유산청)
khs:12-11-0019820000000	wd:Q626484	글씨	김정희가 이광사의 서예론을 반박한 글을 행서로 쓴 친필 원고다 (국가유산청)
khs:12-11-0019820000000	wd:Q16175220	없음	이광사는 김정희가 반박한 글의 저자일 뿐 이 작품을 쓰지 않았다
khs:11-11-0001800000000	wd:Q626484	그림	김정희가 1844년 제주 귀양살이 때 그린 그의 대표작이다 (국가유산청)
khs:12-11-0019790000000	wd:Q626484	글씨	지정명이 '김정희 필'이라 적어 쓴 이를 밝힌다 (국가유산청)
